Run Index,Generation,Best Fitness,Genetic Code,Rule,StartingRule
Run Index,Generation,Best Fitness,Genetic Code
6,1,1750
6,2,1750
6,3,1750
6,4,1750
6,5,1833
6,6,1833
6,7,2000
Run Index,Generation,Best Fitness,Genetic Code
7,1,2000
Run Index,Generation,Best Fitness,Genetic Code
8,1,1342
8,2,1342
8,3,1342
8,4,1666
8,5,1700
8,6,2000
Run Index,Generation,Best Fitness,Genetic Code
9,1,1642
9,2,1642
9,3,1642
9,4,1642
9,5,1833
9,6,1833
9,7,2000
Run Index,Generation,Best Fitness,Genetic Code
10,1,1583
10,2,1583
10,3,1642
10,4,1750
10,5,1833
10,6,2000
Run Index,Generation,Best Fitness,Genetic Code
11,1,842
11,2,842
11,3,1326
11,4,1625
11,5,1625
11,6,1625
11,7,1642
11,8,1750
11,9,1750
11,10,1750
11,11,2000
Run Index,Generation,Best Fitness,Genetic Code
12,1,1006
12,2,1225
12,3,1225
12,4,1700
12,5,1833
12,6,1833
12,7,2000
Run Index,Generation,Best Fitness,Genetic Code
13,1,986
13,2,1611
13,3,1611
13,4,2000
Run Index,Generation,Best Fitness,Genetic Code
14,1,1433
14,2,1433
14,3,1433
14,4,1750
14,5,1750
14,6,1750
14,7,1750
14,8,2000
Run Index,Generation,Best Fitness,Genetic Code
15,1,2000
Run Index,Generation,Best Fitness,Genetic Code
16,1,1666
16,2,1666
16,3,1666
16,4,1666
16,5,1666
16,6,1833
16,7,2000
Run Index,Generation,Best Fitness,Genetic Code
17,1,1256
17,2,1256
17,3,1433
17,4,1642
17,5,1833
17,6,1833
17,7,2000
Run Index,Generation,Best Fitness,Genetic Code
18,1,1065
18,2,1332
18,3,1332
18,4,1750
18,5,1750
18,6,1750
18,7,1750
18,8,1750
18,9,2000
Run Index,Generation,Best Fitness,Genetic Code
19,1,1249
19,2,1416
19,3,1416
19,4,1416
19,5,1583
19,6,1833
19,7,1833
19,8,1833
19,9,1833
19,10,1833
19,11,2000
Run Index,Generation,Best Fitness,Genetic Code
20,1,1326
20,2,1326
20,3,1333
20,4,1625
20,5,1750
20,6,2000
Run Index,Generation,Best Fitness,Genetic Code
21,1,991
21,2,1325
21,3,1450
21,4,1700
21,5,1700
21,6,1833
21,7,1833
21,8,2000
Run Index,Generation,Best Fitness,Genetic Code
22,1,1350
22,2,1350
22,3,1450
22,4,1583
22,5,1600
22,6,2000
Run Index,Generation,Best Fitness,Genetic Code
23,1,1416
23,2,1666
23,3,1666
23,4,1666
23,5,1833
23,6,1833
23,7,2000
Run Index,Generation,Best Fitness,Genetic Code
24,1,1225
24,2,1225
24,3,1311
24,4,1311
24,5,1311
24,6,1750
24,7,1750
24,8,1750
24,9,1750
24,10,1833
24,11,1833
24,12,2000
Run Index,Generation,Best Fitness,Genetic Code
25,1,1750
25,2,2000
Run Index,Generation,Best Fitness,Genetic Code
26,1,1700
26,2,1750
26,3,2000
Run Index,Generation,Best Fitness,Genetic Code
27,1,1249
27,2,1249
27,3,2000
Run Index,Generation,Best Fitness,Genetic Code
28,1,1159
28,2,1165
28,3,1332
28,4,1642
28,5,1666
28,6,1750
28,7,1833
28,8,1833
28,9,2000
Run Index,Generation,Best Fitness,Genetic Code
29,1,1311
29,2,1311
29,3,1583
29,4,1700
29,5,2000
Run Index,Generation,Best Fitness,Genetic Code
0,1,1208
0,2,1228
0,3,1228
0,4,1332
0,5,1332
0,6,1499
0,7,2000
Run Index,Generation,Best Fitness,Genetic Code
1,1,1082
1,2,1082
1,3,1225
1,4,1399
1,5,1399
1,6,1399
1,7,1399
1,8,1399
1,9,1552
1,10,1562
1,11,1566
1,12,1566
1,13,1566
1,14,1566
1,15,1566
1,16,1566
1,17,1566
1,18,1566
1,19,1566
1,20,1571
Run Index,Generation,Best Fitness,Genetic Code
2,1,1117
2,2,1117
2,3,1117
2,4,1117
2,5,1117
2,6,1295
2,7,1295
2,8,1376
2,9,1376
2,10,1545
2,11,1545
2,12,1571
2,13,1571
2,14,1642
2,15,1642
2,16,1642
2,17,1642
2,18,1642
2,19,1642
2,20,1750
Run Index,Generation,Best Fitness,Genetic Code
3,1,1080
3,2,1080
3,3,1080
3,4,1080
3,5,1590
3,6,1590
3,7,1590
3,8,1590
3,9,1590
3,10,1700
3,11,1700
3,12,1833
3,13,1833
3,14,1833
3,15,1833
3,16,2000
Run Index,Generation,Best Fitness,Genetic Code
4,1,1114
4,2,1120
4,3,1120
4,4,1120
4,5,1192
4,6,1192
4,7,1192
4,8,1192
4,9,1391
4,10,1391
4,11,1558
4,12,1558
4,13,1558
4,14,1558
4,15,1558
4,16,1566
4,17,2000
Run Index,Generation,Best Fitness,Genetic Code
5,1,1076
5,2,1076
5,3,1076
5,4,1076
5,5,1130
5,6,1130
5,7,1225
5,8,1225
5,9,1283
5,10,1333
5,11,1416
5,12,1416
5,13,1558
5,14,1700
5,15,1700
5,16,1700
5,17,1700
5,18,1700
5,19,1700
5,20,1750
Run Index,Generation,Best Fitness,Genetic Code
6,1,1076
6,2,1076
6,3,1076
6,4,1076
6,5,1110
6,6,1255
6,7,1540
6,8,1540
6,9,1540
6,10,1540
6,11,1562
6,12,1562
6,13,1562
6,14,1562
6,15,1562
6,16,1600
6,17,1600
6,18,1600
6,19,1600
6,20,1600
Run Index,Generation,Best Fitness,Genetic Code
7,1,1076
7,2,1076
7,3,1076
7,4,1374
7,5,1374
7,6,1374
7,7,1388
7,8,1388
7,9,1540
7,10,1540
7,11,1583
7,12,1583
7,13,1750
7,14,1750
7,15,1750
7,16,1750
7,17,1750
7,18,2000
Run Index,Generation,Best Fitness,Genetic Code
8,1,1225
8,2,1271
8,3,1391
8,4,1666
8,5,1666
8,6,1700
8,7,1750
8,8,1750
8,9,1750
8,10,2000
Run Index,Generation,Best Fitness,Genetic Code
9,1,1300
9,2,1300
9,3,1540
9,4,1750
9,5,1750
9,6,1750
9,7,1750
9,8,1750
9,9,1750
9,10,1833
9,11,2000
Run Index,Generation,Best Fitness,Genetic Code
10,1,1416
10,2,1416
10,3,1416
10,4,1416
10,5,1416
10,6,1558
10,7,1558
10,8,1558
10,9,1558
10,10,1833
10,11,1833
10,12,1833
10,13,1833
10,14,1833
10,15,1833
10,16,2000
Run Index,Generation,Best Fitness,Genetic Code
11,1,1076
11,2,1092
11,3,1092
11,4,1092
11,5,1092
11,6,1540
11,7,1540
11,8,1540
11,9,1540
11,10,1540
11,11,1750
11,12,1750
11,13,1750
11,14,1750
11,15,1833
11,16,1833
11,17,1833
11,18,1833
11,19,1833
11,20,1833
Run Index,Generation,Best Fitness,Genetic Code
12,1,1110
12,2,1110
12,3,1148
12,4,1256
12,5,1311
12,6,1833
12,7,1833
12,8,1833
12,9,2000
Run Index,Generation,Best Fitness,Genetic Code
13,1,1076
13,2,1082
13,3,1138
13,4,1166
13,5,1371
13,6,1600
13,7,1666
13,8,1666
13,9,1666
13,10,1666
13,11,2000
Run Index,Generation,Best Fitness,Genetic Code
14,1,995
14,2,1340
14,3,1340
14,4,1590
14,5,1590
14,6,1590
14,7,1590
14,8,1700
14,9,1700
14,10,2000
Run Index,Generation,Best Fitness,Genetic Code
15,1,1540
15,2,1541
15,3,1541
15,4,1642
15,5,1642
15,6,1642
15,7,1642
15,8,1642
15,9,1642
15,10,1642
15,11,2000
Run Index,Generation,Best Fitness,Genetic Code
16,1,1076
16,2,1076
16,3,1118
16,4,1177
16,5,1177
16,6,1177
16,7,1177
16,8,1543
16,9,1543
16,10,1543
16,11,1543
16,12,1543
16,13,1543
16,14,1543
16,15,1543
16,16,1545
16,17,1558
16,18,1558
16,19,1558
16,20,1558
Run Index,Generation,Best Fitness,Genetic Code
17,1,1266
17,2,1266
17,3,1700
17,4,1700
17,5,1700
17,6,1700
17,7,1700
17,8,1700
17,9,1700
17,10,1700
17,11,1700
17,12,1700
17,13,1700
17,14,1700
17,15,1700
17,16,1700
17,17,1750
17,18,1750
17,19,1750
17,20,1750
Run Index,Generation,Best Fitness,Genetic Code
18,1,1076
18,2,1076
18,3,1076
18,4,1097
18,5,1109
18,6,1297
18,7,1540
18,8,1540
18,9,1541
18,10,1541
18,11,1571
18,12,1642
18,13,1833
18,14,2000
Run Index,Generation,Best Fitness,Genetic Code
19,1,1055
19,2,1055
19,3,1078
19,4,1138
19,5,1138
19,6,1300
19,7,1342
19,8,1590
19,9,1590
19,10,1590
19,11,1590
19,12,1700
19,13,1700
19,14,1700
19,15,2000
Run Index,Generation,Best Fitness,Genetic Code
20,1,1076
20,2,1076
20,3,1076
20,4,1249
20,5,1249
20,6,1249
20,7,1249
20,8,1583
20,9,1583
20,10,1583
20,11,1583
20,12,1666
20,13,1666
20,14,1666
20,15,1833
20,16,1833
20,17,2000
Run Index,Generation,Best Fitness,Genetic Code
21,1,1086
21,2,1145
21,3,1152
21,4,1152
21,5,1232
21,6,1232
21,7,1380
21,8,1555
21,9,1555
21,10,1555
21,11,1555
21,12,1625
21,13,1625
21,14,1642
21,15,1666
21,16,1666
21,17,1666
21,18,1700
21,19,1833
21,20,2000
Run Index,Generation,Best Fitness,Genetic Code
22,1,1076
22,2,1076
22,3,1076
22,4,1076
22,5,1076
22,6,1201
22,7,1201
22,8,1201
22,9,1201
22,10,1540
22,11,1666
22,12,2000
Run Index,Generation,Best Fitness,Genetic Code
23,1,1583
23,2,1583
23,3,1583
23,4,1750
23,5,1750
23,6,1750
23,7,2000
Run Index,Generation,Best Fitness,Genetic Code
24,1,1076
24,2,1213
24,3,1373
24,4,1373
24,5,1583
24,6,1583
24,7,1583
24,8,1666
24,9,1666
24,10,1666
24,11,1666
24,12,1833
24,13,1833
24,14,2000
Run Index,Generation,Best Fitness,Genetic Code
25,1,1144
25,2,1144
25,3,1293
25,4,1416
25,5,1416
25,6,1833
25,7,1833
25,8,1833
25,9,1833
25,10,1833
25,11,1833
25,12,1833
25,13,1833
25,14,2000
Run Index,Generation,Best Fitness,Genetic Code
26,1,1350
26,2,1350
26,3,1350
26,4,1350
26,5,1444
26,6,1571
26,7,1700
26,8,1700
26,9,1750
26,10,1750
26,11,2000
Run Index,Generation,Best Fitness,Genetic Code
27,1,1192
27,2,1192
27,3,1538
27,4,1583
27,5,1583
27,6,2000
Run Index,Generation,Best Fitness,Genetic Code
28,1,1076
28,2,1224
28,3,1224
28,4,1383
28,5,1444
28,6,1583
28,7,1750
28,8,1750
28,9,1750
28,10,1750
28,11,2000
Run Index,Generation,Best Fitness,Genetic Code
29,1,870
29,2,923
29,3,1116
29,4,1242
29,5,1242
29,6,1250
29,7,1250
29,8,1250
29,9,1433
29,10,1552
29,11,1552
29,12,1576
29,13,1576
29,14,1576
29,15,1666
29,16,1666
29,17,1666
29,18,1750
29,19,1750
29,20,1750
Run Index,Generation,Best Fitness,Genetic Code
0,1,1213
0,2,1308
0,3,1308
0,4,1833
0,5,1833
0,6,1833
0,7,1833
0,8,1833
0,9,1833
0,10,2000
Run Index,Generation,Best Fitness,Genetic Code
1,1,1700
1,2,1700
1,3,2000
Run Index,Generation,Best Fitness,Genetic Code
2,1,1113
2,2,1113
2,3,1129
2,4,1129
2,5,1361
2,6,1361
2,7,1571
2,8,1571
2,9,1700
2,10,1700
2,11,1700
2,12,1833
2,13,1833
2,14,2000
Run Index,Generation,Best Fitness,Genetic Code
3,1,1533
3,2,1533
3,3,2000
Run Index,Generation,Best Fitness,Genetic Code
4,1,1142
4,2,1145
4,3,1147
4,4,1262
4,5,1555
4,6,1555
4,7,1833
4,8,1833
4,9,1833
4,10,1833
4,11,1833
4,12,1833
4,13,2000
Run Index,Generation,Best Fitness,Genetic Code
5,1,1533
5,2,1533
5,3,1558
5,4,1558
5,5,1833
5,6,1833
5,7,1833
5,8,2000
Run Index,Generation,Best Fitness,Genetic Code
6,1,1113
6,2,1361
6,3,1361
6,4,1375
6,5,1555
6,6,1750
6,7,1750
6,8,1833
6,9,1833
6,10,1833
6,11,2000
Run Index,Generation,Best Fitness,Genetic Code
7,1,1152
7,2,1152
7,3,1361
7,4,1375
7,5,1750
7,6,1750
7,7,1750
7,8,1750
7,9,1750
7,10,1750
7,11,1833
7,12,1833
7,13,1833
7,14,1833
7,15,1833
7,16,1833
7,17,1833
7,18,2000
Run Index,Generation,Best Fitness,Genetic Code
8,1,1500
8,2,1500
8,3,1576
8,4,1583
8,5,1750
8,6,1833
8,7,2000
Run Index,Generation,Best Fitness,Genetic Code
9,1,1129
9,2,1129
9,3,1129
9,4,1213
9,5,1213
9,6,1416
9,7,1416
9,8,1642
9,9,1642
9,10,2000
Run Index,Generation,Best Fitness,Genetic Code
10,1,1833
10,2,1833
10,3,1833
10,4,2000
Run Index,Generation,Best Fitness,Genetic Code
11,1,1576
11,2,1576
11,3,1576
11,4,1576
11,5,1611
11,6,1611
11,7,1642
11,8,1700
11,9,1700
11,10,1700
11,11,1700
11,12,1700
11,13,1700
11,14,2000
Run Index,Generation,Best Fitness,Genetic Code
12,1,1833
12,2,1833
12,3,1833
12,4,1833
12,5,2000
Run Index,Generation,Best Fitness,Genetic Code
13,1,1232
13,2,1666
13,3,1666
13,4,1666
13,5,1666
13,6,1666
13,7,1666
13,8,2000
Run Index,Generation,Best Fitness,Genetic Code
14,1,1700
14,2,1700
14,3,1700
14,4,2000
Run Index,Generation,Best Fitness,Genetic Code
15,1,1583
15,2,1583
15,3,1583
15,4,2000
Run Index,Generation,Best Fitness,Genetic Code
16,1,1332
16,2,1332
16,3,1499
16,4,1666
16,5,1750
16,6,1750
16,7,1750
16,8,2000
Run Index,Generation,Best Fitness,Genetic Code
17,1,1138
17,2,1138
17,3,1138
17,4,1138
17,5,1194
17,6,1375
17,7,1375
17,8,1666
17,9,1750
17,10,1750
17,11,1750
17,12,1833
17,13,2000
Run Index,Generation,Best Fitness,Genetic Code
18,1,1566
18,2,1566
18,3,1566
18,4,2000
Run Index,Generation,Best Fitness,Genetic Code
19,1,1113
19,2,1277
19,3,1366
19,4,1533
19,5,1533
19,6,1533
19,7,1555
19,8,1611
19,9,1750
19,10,1833
19,11,2000
Run Index,Generation,Best Fitness,Genetic Code
20,1,2000
Run Index,Generation,Best Fitness,Genetic Code
21,1,1138
21,2,1583
21,3,1750
21,4,1750
21,5,1750
21,6,1750
21,7,1750
21,8,1750
21,9,1750
21,10,1833
21,11,1833
21,12,2000
Run Index,Generation,Best Fitness,Genetic Code
22,1,1267
22,2,1267
22,3,1308
22,4,1666
22,5,1833
22,6,1833
22,7,2000
Run Index,Generation,Best Fitness,Genetic Code
23,1,1117
23,2,1117
23,3,1135
23,4,1152
23,5,1533
23,6,1533
23,7,2000
Run Index,Generation,Best Fitness,Genetic Code
24,1,1611
24,2,1611
24,3,1625
24,4,1625
24,5,2000
Run Index,Generation,Best Fitness,Genetic Code
25,1,1750
25,2,1750
25,3,1750
25,4,1750
25,5,1833
25,6,1833
25,7,1833
25,8,2000
Run Index,Generation,Best Fitness,Genetic Code
26,1,2000
Run Index,Generation,Best Fitness,Genetic Code
27,1,1562
27,2,1562
27,3,1562
27,4,1562
27,5,1562
27,6,1750
27,7,1750
27,8,2000
Run Index,Generation,Best Fitness,Genetic Code
28,1,1499
28,2,1499
28,3,1499
28,4,1583
28,5,1666
28,6,1666
28,7,2000
Run Index,Generation,Best Fitness,Genetic Code
29,1,1183
29,2,1183
29,3,1416
29,4,1416
29,5,1571
29,6,1571
29,7,1571
29,8,1625
29,9,1750
29,10,1750
29,11,2000
Run Index,Generation,Best Fitness,Genetic Code
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
Run Index,Generation,Best Fitness,Genetic Code
1,1,0
1,2,0
1,3,0
1,4,0
1,5,0
1,6,0
1,7,0
1,8,0
1,9,0
1,10,0
1,11,0
1,12,0
1,13,0
1,14,0
1,15,0
1,16,0
1,17,0
1,18,0
1,19,0
1,20,0
Run Index,Generation,Best Fitness,Genetic Code
2,1,0
2,2,0
2,3,0
2,4,0
2,5,0
2,6,0
2,7,0
2,8,0
2,9,0
2,10,0
2,11,0
2,12,0
2,13,0
2,14,0
2,15,0
2,16,0
2,17,0
2,18,0
2,19,0
2,20,0
Run Index,Generation,Best Fitness,Genetic Code
3,1,0
3,2,0
3,3,0
3,4,0
3,5,0
3,6,0
3,7,0
3,8,0
3,9,0
3,10,0
3,11,0
3,12,0
3,13,0
3,14,0
3,15,0
3,16,0
3,17,0
3,18,0
3,19,0
3,20,0
Run Index,Generation,Best Fitness,Genetic Code
4,1,0
4,2,0
4,3,0
4,4,0
4,5,0
4,6,0
4,7,0
4,8,0
4,9,0
4,10,0
4,11,0
4,12,0
4,13,0
4,14,0
4,15,0
4,16,0
4,17,0
4,18,0
4,19,0
4,20,0
Run Index,Generation,Best Fitness,Genetic Code
5,1,0
5,2,0
5,3,0
5,4,0
5,5,0
5,6,0
5,7,0
5,8,0
5,9,0
5,10,0
5,11,0
5,12,0
5,13,0
5,14,0
5,15,0
5,16,0
5,17,0
5,18,0
5,19,0
5,20,0
Run Index,Generation,Best Fitness,Genetic Code
6,1,0
6,2,0
6,3,0
6,4,0
6,5,0
6,6,0
6,7,0
6,8,0
6,9,0
6,10,0
6,11,0
6,12,0
6,13,0
6,14,0
6,15,0
6,16,0
6,17,0
6,18,0
6,19,0
6,20,0
Run Index,Generation,Best Fitness,Genetic Code
7,1,0
7,2,0
7,3,0
7,4,0
7,5,0
7,6,0
7,7,0
7,8,0
7,9,0
7,10,0
7,11,0
7,12,0
7,13,0
7,14,0
7,15,0
7,16,0
7,17,0
7,18,0
7,19,0
7,20,0
Run Index,Generation,Best Fitness,Genetic Code
8,1,0
8,2,0
8,3,0
8,4,0
8,5,0
8,6,0
8,7,0
8,8,0
8,9,0
8,10,0
8,11,0
8,12,0
8,13,0
8,14,0
8,15,0
8,16,0
8,17,0
8,18,0
8,19,0
8,20,0
